Entry #,Pseudo-Page,Chuukese Word / Form,Part of Speech,English Definition,Examples,Notes
2584,195,apéchékkúlafengeni,,to mutually strengthen all,,Extracted from page 195
2585,195,"apéchékkúlafengeni, -kem, -kemi, -ir, -kich",,"mutually strengthen (us. you, etc.) us	you	them	us	(pronouns – see pg.1, #4)",,Extracted from page 195
2586,195,péchééú,,"v, adj  rude	(in speech and action)",,Extracted from page 195
2587,195,peche,,leg or foot,,Extracted from page 195
2588,195,pechen,,leg of,,Extracted from page 195
2589,195,pechemá,,"cripple, crippled",,Extracted from page 195
2590,195,peias,,grave,,Extracted from page 195
2591,196,peiasen,,grave of peiasini – to bury,,Extracted from page 196
2592,196,peinit,,paint	(Chuukese pronunciation of English “paint”),,Extracted from page 196
2593,196,peiniti,,to paint,,Extracted from page 196
2594,196,peióf,,"pay, wages	(Chuukese pronunciation of English “payoff”)",,Extracted from page 196
2595,196,peióffun,,wages of pék – at the same time,,Extracted from page 196
2596,196,pekin,,"side, dealing with	(figuratively)",,Extracted from page 196
2597,196,Example: lon pekin inis,,fleshly,,Extracted from page 196
2598,196,lon pekin lúkú,,spiritual,,Extracted from page 196
2599,196,pekilóón,,side of pekin taropwe – page,,Extracted from page 196
2600,196,pekini,,"taking side with or supporting one side peki, -to, -ló, -tá, -tiw, -long, -wu – side",,Extracted from page 196
2601,196,pekkus,,"exhausted, fatigued pekkusuló – exhausted ápekkus – exahusting, tiring ápekkusu – to tire out",,Extracted from page 196
2602,197,pékú,,chop,,Extracted from page 197
2603,197,pékúpék,,chopping pékúóló – chopped pékúpékútiw – chop down,,Extracted from page 197
2604,197,pékúpékútiwen,,chopping down of,,Extracted from page 197
2605,197,pelei,,gamble	(play),,Extracted from page 197
2606,197,peli,,"support, side with	(same as “peni”) (see “peni” )",,Extracted from page 197
2607,197,pélú,,"answer, response, opponent, adversary",,Extracted from page 197
2608,197,pélúwen,,answer of pélúweni – to answer,,Extracted from page 197
2609,197,péppélúweni,,answering	(reduplication also conveys repetitive action),,Extracted from page 197
2610,197,pélúwéch (1),,good response pélúwéchún – good response of,,Extracted from page 197
2611,197,pélúwéch (2),,compatible pélúweningaw – incompatible pélúfengen – matched pélúfesen – mismatched,,Extracted from page 197
2612,197,appélúwa,,"answer back, oppose, resist",,Extracted from page 197
2613,197,appélúfengen,,arguing together,,Extracted from page 197
2614,197,appélúfengeni,,pair up together,,Extracted from page 197
2615,197,appélúwafengeni,,(same as “appélúfengeni”),,Extracted from page 197
2616,197,appélúwafeseni,,to mismatch pénú – navigation,,Extracted from page 197
2617,198,pénúei,,to navigate,,Extracted from page 198
2618,198,pééniráwu,,"to blossom, bloom	(flower)",,Extracted from page 198
2619,198,péppééni,,"reject	pééni – smacked	Glosbe penges – perpendicular, crossed",,Extracted from page 198
2620,198,irápenges,,cross,,Extracted from page 198
2621,198,peni,,"support, help, side with peno – support, help",,Extracted from page 198
2622,198,peppeni,,"supporting, siding with	(reduplication also indicates repetitive action)",,Extracted from page 198
2623,198,penaatá,,"give support, take sides with	(used literally and figuratively)",,Extracted from page 198
2624,198,penmanaw,,sacrifice or give up someting in ones life	(see “manaw”),,Extracted from page 198
2625,198,pennúkú,,self sacrifice,,Extracted from page 198
2626,198,pennúkúóló,,self-sacrificing,,Extracted from page 198
2627,198,péréén,,size of	(person’s body),,Extracted from page 198
2628,198,péréngaw,,overweight pérééch – proper weight,,Extracted from page 198
2629,198,péréngaw,,skinny pereinging – to tilt sideways,,Extracted from page 198
2630,198,kapasen pereinging,,sarcastic,,Extracted from page 198
2631,198,peres,,"printing	(books, etc.)	(from English word “press”)",,Extracted from page 198
2632,198,peresei,,to print peri – to shape,,Extracted from page 198
2633,198,pésapei,,to slap	(see “paw”),,Extracted from page 198
2634,198,pese,,"urge, encourage	(to action)",,Extracted from page 198
2635,199,pesei,,"to urge, to encourage	(to action)",,Extracted from page 199
2636,199,peppesei,,urging	(reduplication also conveys repetitive action),,Extracted from page 199
2637,199,peseien,,urging of pesesefál – urge again,,Extracted from page 199
2638,199,pesesefáli,,to urge again	(takes on a subject),,Extracted from page 199
2639,199,pesepes,,"urging, encouragement",,Extracted from page 199
2640,199,pétéwél,,"plants, shrubs, vegetation	(general term)",,Extracted from page 199
2641,199,pétéwélingaw,,weeds péút (1) – a form of black magic,,Extracted from page 199
2642,199,Example: chon péút,,sorcerer,,Extracted from page 199
2643,199,péút (2),,"discard, throw away, abandon, leave behind",,Extracted from page 199
2644,199,péútaaló,,"discard, throw away, etc. péútúló – discared, abandoned péútúlóón – abandonment of",,Extracted from page 199
2645,199,pi,,"v  rise, float",,Extracted from page 199
2646,199,piitá,,"rise up, float up",,Extracted from page 199
2647,199,epiietá,,"v  to raise, bring attention to	(a question, subject)",,Extracted from page 199
2648,199,pich,,"released, untied",,Extracted from page 199
2649,199,pichiló,,released,,Extracted from page 199
2650,199,epichaaló,,"to release, let go",,Extracted from page 199
2651,199,lipich,,single	(not married),,Extracted from page 199
2652,200,méén kepich,,"ransom piipi – rubbish, garbage",,Extracted from page 200
2653,200,piipiin,,rubbish of,,Extracted from page 200
2654,200,piin,,"formerly (at one time), previously piit – lose interest or enthusiasm in",,Extracted from page 200
2655,200,piitelo,,lost enthusiasm for piiteit – has lost,,Extracted from page 200
2656,200,epiita,,"to cause the lost of interest, enthusiasm for",,Extracted from page 200
2657,200,pilawa,,bread,,Extracted from page 200
2658,200,pilawaan,,bread of,,Extracted from page 200
2659,200,pilóón,,"contemporary of, peers of	(of the same age group)",,Extracted from page 200
2660,200,pin,,forbidden	(also used for Holy),,Extracted from page 200
2661,200,pinin,,"holiness of pinepin – blocked, banned pinini – act of divotion",,Extracted from page 200
2662,200,epini,,sanctify,,Extracted from page 200
2663,200,epinipini,,repeat	Glosbe epinipinin peche – heel	Glosbe,,Extracted from page 200
2664,200,epinaaló,,to sanctify piniló – sanctified,,Extracted from page 200
2665,200,pinilóón,,sanctification of,,Extracted from page 200
2666,201,pippiniló,,sanctified	(reduplication also conveys repetitive action),,Extracted from page 201
2667,201,pinei,,hinder,,Extracted from page 201
2668,201,pioing,,hospital,,Extracted from page 201
2669,201,lúing,,hospitalized pinúk – bundle,,Extracted from page 201
2670,201,pirapanaatá,,stack up items,,Extracted from page 201
2671,201,pireir,,"nervous. awkward, uneasy",,Extracted from page 201
2672,201,pireirin,,"nervousness of, awkwardness of pis – slap",,Extracted from page 201
2673,201,pisiri,,to slap,,Extracted from page 201
2674,201,episi,,to applaud episipis – applaud,,Extracted from page 201
2675,201,pisek,,"possession, goods, supplies, equipment",,Extracted from page 201
2676,201,pisekin,,belongings of pisekini – to possess,,Extracted from page 201
2677,201,pisekisek,,"wealthy, rich, obtain many possessions pisekisekiló – wealthy",,Extracted from page 201
2678,201,poison,,poison,,Extracted from page 201
2679,201,poisonú,,to poison poisonún – poison of poisonuni – to poison,,Extracted from page 201
2680,201,pokiten,,because of,,Extracted from page 201
2681,202,pokungo,,cave pokuuku – corner,,Extracted from page 202
2682,202,lepokuukun,,"at the corner of pop – start, begin, source, originate",,Extracted from page 202
2683,202,pop seni,,"starts from, originates from",,Extracted from page 202
2684,202,popu seni,,(same as “pop seni”),,Extracted from page 202
2685,202,popun,,reason of popsefál – start again,,Extracted from page 202
2686,202,poputásefál,,start up again,,Extracted from page 202
2687,202,poputásefáli,,start again	(takes on a subject),,Extracted from page 202
2688,202,poputá,,"start, begin something popuetá – started poputáán – beginning of",,Extracted from page 202
2689,202,poutááni,,"started, originate, establish populap – greater reason, tree trunk",,Extracted from page 202
2690,202,populapen,,"greater reason of, tree trunk of popuch – our origin",,Extracted from page 202
2691,202,lepopun,,at the beginning,,Extracted from page 202
2692,202,lepoputáán,,"origin of, at the beginning of popun alongolongun allúk – principle	(of law) ppan – hill",,Extracted from page 202
2693,202,ppán,,light	(of little weight),,Extracted from page 202
2694,202,ppekkii,,to shoot	(a weapon),,Extracted from page 202
2695,202,peppekkii,,shooting	(reduplication also conveys repetitive action),,Extracted from page 202
2696,202,ppi,,sand,,Extracted from page 202
2697,203,ppien,,sand of,,Extracted from page 203
2698,203,ppii,,"see, check, be careful, think about it	(see words in English to Chuukese dictionary) pippii – checking	(reduplication also conveys repetitive action) ppiifichi – check carefully",,Extracted from page 203
2699,203,ppiiéchú,,(same as “piifichi”),,Extracted from page 203
2700,203,eppii,,show	(in sense of allow to see),,Extracted from page 203
2701,203,ppin,,blocked,,Extracted from page 203
2702,203,ppinepin,,"stopped up, blocked ppinepinin – blockage of",,Extracted from page 203
2703,203,ppós,,"steadfast, steady, firm, quiet",,Extracted from page 203
2704,203,pposóló,,"be quiet, still, peaceful	(often told to children)",,Extracted from page 203
2705,203,appósa,,to make steadfast,,Extracted from page 203
2706,203,tipeppós,,"steadfast, determined, firm tipeppósun – steadfastness of",,Extracted from page 203
2707,203,úppós,,stand firm,,Extracted from page 203
2708,203,úppósun,,standing firm of úppósóló – standing firm,,Extracted from page 203
2709,203,ppuk,,knot,,Extracted from page 203
2710,203,ppukeni,,to tie ppukei – to tie ppuken – knot of,,Extracted from page 203
2711,203,ppwos,,stab,,Extracted from page 203
2712,204,ppwosu,,v.  to stab,,Extracted from page 204
2713,204,oppwos,,injection,,Extracted from page 204
2714,204,oppwosu,,v. to inject,,Extracted from page 204
2715,204,pu,,flow	(water)	pwu puu betel nut putiwen – flowing down of pupu – flowing,,Extracted from page 204
2716,204,purelong,,flow in puraatiw – flow down chanpupu – river,,Extracted from page 204
2717,204,chanpupuun,,"river of pummongóló – heavy flow, torrent",,Extracted from page 204
2718,204,pummóngun,,torrent of pupummong – fast flowing water,,Extracted from page 204
2719,204,pupummongun,,"fast flowing water of puch – senseless, irrational",,Extracted from page 204
2720,204,puchuló,,drunk únnúpuch – drunk,,Extracted from page 204
2721,204,opuchopuch,,"senselessness, irrational",,Extracted from page 204
2722,204,sáfeien opuchopuch,,drugs	(illegal),,Extracted from page 204
2723,204,púchér,,"cry out, yell",,Extracted from page 204
2724,204,púpúchér,,"crying out, yelling púchérún – yelling of púchérútá – yell out",,Extracted from page 204
2725,204,puk,,book,,Extracted from page 204
2726,204,puken,,book of púkú – hundred,,Extracted from page 204
2727,204,púkúen,,hundreds of ipúkú – one hundred fitepúkú – many hundreds,,Extracted from page 204
2728,204,púkún,,"something that happens naturally, or by itself",,Extracted from page 204
2729,205,pulopul,,flame,,Extracted from page 205
2730,205,pulopulen,,flame of pun – because,,Extracted from page 205
2731,205,púng,,"close, explode",,Extracted from page 205
2732,205,púngúlong,,"rain coming in apúngú – close, cause to explode képúng – exploded, closed",,Extracted from page 205
2733,205,púng rán,,rain	(related to the sound of falling rain),,Extracted from page 205
2734,205,púngútiw,,"rain down púngúmmong – big explosion, heavy rain",,Extracted from page 205
2735,205,púngúmmongun,,"big explosion of, heavy rain of appúngú – to close	(door)",,Extracted from page 205
2736,205,appúngaaló,,close mi appúng – is closed,,Extracted from page 205
2737,205,punugaw,,"bad consiquence, bad results of punugawen – bad consiquences, results of",,Extracted from page 205
2738,205,puraatiw,,flow down	(see “pu”),,Extracted from page 205
2739,205,purei,,"bang	(hit, as in an accident)",,Extracted from page 205
2740,205,purefengen,,"bang each other púreik – brig, jail",,Extracted from page 205
2741,205,puri,,to step on pútái – office of,,Extracted from page 205
2742,205,pwaau,,sealing	(of anointed),,Extracted from page 205
2743,205,pwá,,"visible, reveal, found, show, manifest pwáátó – manifested",,Extracted from page 205
2744,205,pwááló,,revealed,,Extracted from page 205
2745,206,pwáloon,,revealation of pwápwáálo – revealed,,Extracted from page 206
2746,206,pwáátá,,"awake, get up",,Extracted from page 206
2747,206,pwáraatá,,"reveal, declare	(something not previously known)",,Extracted from page 206
